Frankland Community Centre,Multipurpose Room D (C),Room - C,South District
John Innes Community Recreation Centre,Weight Room,Room - C,South District
Thistletown Community Centre,Barker Room (C),Room - C,West District
Toronto Pan Am Sports Centre,Studio 2A,Room,East District
Smithfield CS,Room 148,Room,West District
Buttonwood Park,AIR - Rink,Rink-Outdoor,West District
Cedarbrook Community Centre,Servery,Room,East District
Maple Leaf Cottage,Room,Room - B,South District
John G. Althouse CS,Band Room,Room,West District
Riverdale Farm,Residence Rm 2 (1st fl centre)(C),Room,South District
Brown Community Centre,Gym (C),Gym - C,South District
Lord Roberts JES,Gym,Gymnasium,East District
Baycrest Park,Community Courts 1 - 3 (lit),Court - Tennis,North District
Agincourt Recreation Centre,SE3 - Lap,Pool - Indoor - A,East District
Lawrence Heights Community Centre,Kiln Room,Room-Shop,North District
New Toronto Seniors Centre,Craft Room,Room-Craft,West District
Carmine Stefano Community Centre,Multipurpose Room A (B),Room - B,West District
Elmbank Community Centre,Gym (C),Gym - C,West District
Birkdale Community Centre,Billiards Room,Room,East District
Trace Manes Park,Wading Pool,Pool-Wading,North District
Regent Park South Community Centre,Small Meeting Room (C),Room - C,South District
Mel Lastman Square,AIR - Rink (A),Rink-Outdoor,North District
Samuel Hearne Sr ES,Gym,Gymnasium,East District
Main Square Community Centre,Pool - DE1,Pool - Indoor - B,South District
Stephen Leacock Community Centre,Activity Room #2 (C),Room - C,East District
Prairie Drive Park,Tennis Courts 1-3,Court - Tennis,East District
Don Montgomery Community Centre,Cafeteria 2 (C),Room - C,East District
Edithvale Community Centre,Gymnasium - 106 (A),Gym - A,North District
James S. Bell CS,Gymnasium A (B),Gym - B,West District
Ken Cox Community Centre,Classroom 2 (C),Room - C,West District
Swansea Community Recreation Centre,Multipurpose Room 3 Rennie Room A/B (B),Room - B,West District
Fairfield Seniors' Centre,Room 3 - Multipurpose (C),Room - C,West District
Pelham Avenue Playground,Pelham Wading Pool,Pool-Wading,West District
John Innes Community Recreation Centre,Woodshop Room (C),Room - C,South District
Georges Vanier Secondary School,Soccer/Football Field,Field,North District
Oakridge Community Recreation Centre,Hall (B),Room - B,East District
North Kipling Community Centre,Kitchen - Facility (B),Kitchen - B,West District
North Toronto Memorial Community Centre,Craft Room (C),Room - C,North District
Trinity Community Recreation Centre,Cardio Room,Room-Fitness/Weight,South District
Parkdale Community Recreation Centre,School Gymnasium (C),Gym - C,South District
Dennis R.Timbrell Resource Centre,Room 4 - Preschool (C),Room - C,North District
Centennial Recreation Centre-Scarborough,Health Club,Room-Fitness/Weight,East District
Fairbank Memorial Park,Pool (B)- Outdoor,Pool - Outdoor - B,North District
Keele Community Centre,Multipurpose Room (Gym) (A),Room - A,West District
Cummer Park Community Centre,Pool (A)- SE1,Pool - Indoor - A,North District
Leaside Memorial Gardens Pool,Pool -SE 1 (B),Pool - Indoor - B,North District
Eringate Park - Outdoor Pool,Pool (C)-Outdoor,Pool - Outdoor - C,West District
Humberwood Community Centre,Room 1009 (C),Room - C,West District
L'Amoreaux Community Recreation Centre,Park Lane Room (C),Room - C,East District
Trinity Bellwoods Park,Court 1,Court - Tennis,South District
Hilltop Community School,Guidance Room,Room,West District
Withrow Park,Field (B),Sport Field - B,South District
Antibes Community Centre,Tennis Court,Court - Tennis,North District
Wexford Collegiate Institute,Pool DE1,Pool - Indoor - A,East District
Goulding Community Centre,Viewing Gallery (C),Room - C,North District
John G. Althouse CS,Staff Room,Room,West District
North Toronto Memorial Community Centre,Indoor Track,Track-Indoor,North District
West Rouge Community Centre,Kitchen - Upper (B),Kitchen - B,East District
Beaches Recreation Centre,Pool DE1,Pool - Indoor - B,South District
Parkdale Community Recreation Centre,Tot Pool,Pool-Wading,South District
Little Norway Park,Wading Pool,Pool-Wading,South District
Hilltop Community School,Room 10,Room,West District
Port Royal JES,Gym,Gymnasium,East District
Centennial Recreation Centre - Etobicoke,Lobby,Lobby,West District
Ourland Community Centre,Indoor Bocce Court 1 & 2,Court - Bocce,West District
Lawrence Heights Community Centre,Room 4 (C),Room - C,North District
Pleasantview Community Centre,Court 4,Court - Bocce,North District
Stan Wadlow Clubhouse,Coat Check Room,Room-Check/Coat,South District
Warden Hilltop Community Centre,Mini Soccer Field 1 (C),Sport Field - C,East District
Parkway Forest Community Centre,Gym EAST B,Gym - B,North District
Humberwood Community Centre,Gym A (B),Gym - B,West District
The Elms Community School,JMS Kitchen,Room-School,West District
Malvern Recreation Centre,Lobby - Central (C),Lobby,East District
Regina Mundi CS,Regina Mundi Catholic School,Gymnasium,North District
Runnymede Park,Runnymede Wading Pool,Pool-Wading,West District
Northwood Community Centre,Room 3/Seniors (C),Room - C,North District
Summerlea Rink - Outdoor Artifical Ice,AIR - Rink,Rink-Outdoor,West District
Parkway Forest Community Centre,Meeting Room  #2  (C),Room - C,North District
Masaryk- Cowan Community Centre,Boardroom (C),Room - C,South District
Grandravine Community Recreation Centre,Room 201 - Studio (C),Room - C,North District
DA Morrison Junior High School,Pool DE 2,Pool - Indoor - B,South District
Don Montgomery Community Centre,Upper Hallway,Room,East District
Trinity Bellwoods Park,Court 4,Court - Tennis,South District
Regent Park Aquatic Centre,Tot Pool (B),Pool - Indoor - B,South District
Stan Wadlow Clubhouse,Lobby,Lobby,South District
Cedarbrae Collegiate Institute,Pool DE 2,Pool - Indoor - A,East District
Withrow Park,Wading Pool,Pool-Wading,South District
Edgehill House,Lounge (C),Room - C,West District
Kiwanis Outdoor Pool,Pool (B),Pool - Outdoor - B,South District
John D. Parker Junior School,ARC - CLASSROOM 'C',Room - C,West District
Wellesley Community Centre,Multipurpose Room D (C),Room - C,South District
Armour Heights Community Centre,Gym (A),Gym - A,North District
Runnymede Collegiate Institute,Pool DE1 (C),Pool - Indoor - C,West District
Park Lawn CS,Room 1,Room,West District
Gower Park Place,Room (C),Room - C,South District
Wallace-Emerson Community Centre,Afterschool Room (C),Room - C,South District
Alderwood Pool,Pool (B)-Indoor,Pool - Indoor - B,West District
Chris Tonks Arena,Rink (A),Rink-Indoor - A,West District
Humberwood Community Centre,Great Hall (C),Room - C,West District
Cedarbrae Collegiate Institute,Pool SE 1,Pool - Indoor - A,East District
Greenwood Park,Diamond 2 - N (C) (Lit),Diamond - C,South District
Dieppe Park,AIR - Rink 1 (with boards),Rink-Outdoor,South District
Ledbury Park,AIR - Rink,Rink-Outdoor,North District
Driftwood Community Recreation Centre,Room 2 (C),Room - C,North District
Malvern Recreation Centre,Gym Mezzanine (C),Room - C,East District
Ourland Park - Outdoor Pool,Pool (C)-Outdoor,Pool - Outdoor - C,West District
Joseph J. Piccininni Community Centre,Seniors Lounge Upstairs (A),Room - A,West District
Birchmount Community Centre,Lap SE,Pool - Indoor - A,East District
Memorial Pool And Health Club,Pool SE2,Pool - Indoor - A,West District
Fairmount Park Community Centre,Pool DE2,Pool - Indoor - C,South District
Gosford PS,Summer Camp Location,Gymnasium,North District
Humbercrest ES,Gymnasium,Gymnasium,West District
Birkdale Community Centre,Kitchen (B),Kitchen - B,East District
Wexford Collegiate Institute,Pool (A)-Indoor,Pool - Indoor - A,East District
North Kipling Community Centre,Parkview 2 (C),Room - C,West District
Islington Seniors' Centre,Multi Purpose Room,Room,West District
York Mills Collegiate Institute,Pool (B) - SE 1,Pool - Indoor - B,North District
Weston CI,Pool SE1,Pool - Indoor - C,West District
Alexmuir Junior Elementary School,Gym,Gymnasium,East District
Victoria Park SS,Soccer Field,Field,North District
L'Amoreaux Community Recreation Centre,Studio Room 1  2 (B),Room - B,East District
Antibes Community Centre,Media Arts Room,Room - C,North District
Jimmie Simpson Park,AIR - Rink (A),Rink-Outdoor,South District
Mary McCormick Recreation Centre,Yoga Room (C),Room - C,South District
Blessed Margarita CS,Summer Camp Location,Room - C,North District
Bendale Business Technical Institute,Pool (A)-Indoor,Pool - Indoor - A,East District
Prairie Drive Park,Wading Pool,Pool-Wading,East District
Centennial Recreation Centre-Scarborough,Pool DE2,Pool - Indoor - A,East District
Rosedale Park,Wading Pool,Pool-Wading,South District
Pleasantview Community Centre,Room 3 (C),Room - C,North District
Gordon A Brown Middle School,Pool SE 2,Pool - Indoor - C,South District
Kingsview Village CS,Room 9,Room,West District
Memorial Pool And Health Club,Fitness Studio,Room - B,West District
Masaryk- Cowan Community Centre,Activity Room #1 (C),Room - C,South District
Goulding Community Centre,Room 2 (C),Room - C,North District
James S. Bell CS,Home Economics Room,Room,West District
Glen Long Community Centre,Meeting Room (C),Room - C,North District
James S. Bell CS,Gymnasium B (B),Gym - B,West District
Chalkfarm Community Centre,Weight Room,Room-Fitness/Weight,West District
Knob Hill Park,Wading Pool,Pool-Wading,East District
Edithvale Community Centre,Youth Lounge - 101 (C),Room - C,North District
Islington CS,Gymnasium B,Gym - C,West District
Horner Ave Seniors Centre,Downstairs Hall,Room,West District
John English CS,GP Room,Cafeteria,West District
Kew Gardens,Gardeners Cottage,Kitchen - B,South District
Curran Hall Community Centre,Hall (B),Room - B,East District
North Toronto Memorial Community Centre,SE2,Pool - Indoor - A,North District
Lester B. Pearson Collegiate Institute,Pool (A)-Indoor,Pool - Indoor - A,East District
Amesbury Park,Diamond 1/Lit (C),Diamond - C,West District
John English CS,Room 204,Room,West District
Stephen Leacock Seniors Community Centre,Craft Room 1 (C),Room - C,East District
Earl Beatty Community Centre,Change Room (F),Room-Dressing,South District
The Elms Community School,CS Kitchen,Room,West District
John G. Althouse CS,Room 8,Room,West District
Downsview Arena,Rink (A),Rink-Indoor - A,West District
Birkdale Community Centre,Craft 1 (C),Room - C,East District
Leaside Memorial Gardens Pool,Pool DE 2 (B),Pool - Indoor - B,North District
Wallace Emerson Park,Park,Parkland,South District
Toronto Pan Am Sports Centre,Studio 2,Room,East District
Warden Hilltop Community Centre,Kitchen (P),Kitchen - Premier,East District
Jimmie Simpson Recreation Centre,Multipurpose Room (Lower Level) (C),Room - C,South District
Douglas Snow Aquatic Centre,Lane 6,Pool - Indoor - P,North District
Seneca Village Community Centre,Craft Room (C),Room - C,North District
Scarborough Village Recreation Centre,Kitchen (C),Kitchen - C,East District
Cummer Park Community Centre,Pool (A)- SE2,Pool - Indoor - A,North District
L'Amoreaux Community Recreation Centre,Gym 1 (C),Gym - C,East District
Toronto Pan Am Sports Centre,Training Pool - Deep Lane 8,Pool-Indoor,East District
Fairbank Memorial Community Centre,Gym (C),Gym - C,North District
Heron Park Community Centre,Lobby (C),Lobby,East District
St. Marcellus CSS,Classroom 5,Room-School,West District
Warden Hilltop Community Centre,Activity Room 1 (C),Room - C,East District
St. Lawrence Community Recreation Centre,Weightroom (B),Room - B,South District
Kew Gardens,AIR - Rink (A),Rink-Outdoor,South District
Matty Eckler Recreation Centre,Assembly Room (B),Room - B,South District
Ellesmere Community Centre,Fitness Centre (B),Room - B,East District
Bloordale Community School,Classroom 105,Room-School,West District
North Toronto Memorial Community Centre,Seniors' Lounge (B),Room - B,North District
St. Wilfrid Elementary School,Gymnasium,Gymnasium,North District
Oakridge Community Recreation Centre,Preschool Room 1 (202),Room-Preschool,East District
Sunnyside - Gus Ryder Outdoor Pool,DE2 - Lane Swimming (Quadrant 2),Pool - Outdoor - A,West District
White Haven ES,Gym,Gymnasium,East District
Norseman Community School And Pool,Meeting Room,Room,West District
O'Connor Community Centre,Youth Lounge (B),Room - B,North District
Immaculate Conception CS,Room 213 (C),Room - C,West District
Lithuania Park,Diamond (C) (T-Ball Only),Diamond - C,West District
Humberwood Community Centre,Room 1023 (C),Room - C,West District
Amesbury Park,Tennis Court #1,Court - Tennis,West District
Etobicoke Olympium,Rm 11 (C),Room - C,West District
Sackville Playground,Wading Pool,Pool-Wading,South District
Ken Cox Community Centre,Community Room (C),Room - C,West District
Mitchell Field Community Centre,Pool (C)-Outdoor,Pool - Outdoor - C,North District
Beaches Recreation Centre,Pool (B)-Indoor,Pool - Indoor - B,South District
Centennial Recreation Centre-Scarborough,Pool SE1,Pool - Indoor - A,East District
Islington CS,Pod 5,Room,West District
Northwood Community Centre,Lobby - Main (C),Room - C,North District
Don Montgomery Community Centre,Gym 2 (B),Gym - B,East District
Morse Street Playground,Wading Pool,Pool-Wading,South District
Cummer Park Community Centre,Skateboard Park,Playground,North District
Frankland Community Centre,Multipurpose Room (Rooms A+B) (B),Room - B,South District
Jenner Jean-Marie Community Centre,Markborough Room (C),Room - C,North District
Oakridge Community Recreation Centre,Health Club,Room-Fitness/Weight,East District
The Elms Community School,Pool SE1-(B),Pool - Indoor - B,West District
Stephen Leacock Community Centre,Running Track (C),Track-Indoor,East District
Norseman Community School And Pool,Room,Room,West District
Edithvale Community Centre,Dance Studio - (C),Room - C,North District
High Park,High Park Children's Garden,Garden,West District
Toronto Pan Am Sports Centre,Training Pool - Shallow Lane 5,Pool-Indoor,East District
Matty Eckler Recreation Centre,Workshop,Room,South District
Broadlands Community Centre,AIR - Rink (A),Rink-Outdoor,North District
L'Amoreaux Community Recreation Centre,Lounge Area (C),Room - C,East District
Norseman Community School And Pool,Stage,Stage,West District
Toronto Pan Am Sports Centre,Training Pool -Shallow Lane 10,Room,East District
Islington CS,Room 12,Room,West District
Otter Creek Centre,AIR - Leisure (no boards),Rink-Outdoor,North District
Joseph J. Piccininni Community Centre,Multipurpose Room Lower (A),Room - A,West District
L'Amoreaux Tennis Centre,zTennis Bubble Courts 6-10- do not use,Court - Tennis,East District
John Innes Community Recreation Centre,Games Room (C),Room - C,South District
Fairfield Seniors' Centre,Norseman-Pool,Pool-Indoor,West District
Frankland Community Centre,Multipurpose Room B (B),Room - B,South District
L'Amoreaux Tennis Centre,Tennis Indoor - Court 03,Court - Tennis,East District
Grandravine Community Recreation Centre,Room 106/Tiny Tot (C),Room - C,North District
Trinity Bellwoods Park,Diamond 1- N (A) (Lit),Diamond - A,South District
Calico PS,Gymansium,Gymnasium,North District
Grange Park,Wading Pool,Pool-Wading,South District
Birchmount Community Centre,Lap & Train Pool (A),Pool - Indoor - A,East District
Trinity Community Recreation Centre,Pool SE2,Pool - Indoor - B,South District
Amesbury Community Centre,Meeting Room 5 (C),Room - C,West District
Thistletown Community Centre,Room 101,Room,West District
Georges Vanier Secondary School,Pool (B)-Indoor,Pool - Indoor - B,North District
Heron Park Community Centre,Preschool Room (C),Room - C,East District
Wedgewood Park - Outdoor Pool,Outdoor Pool (C),Pool - Outdoor - C,West District
Wallace Emerson Park,AIR - Rink (boards),Rink-Outdoor,South District
John G. Althouse CS,Room 9,Room,West District
Edgehill House,Lower Meeting Room,Room,West District
Hodgson Public School,AIR - Rink (No Boards) (A),Rink-Outdoor,South District
High Park,Rink Pad 2/Tennis(High Park),Rink-Outdoor,West District
Dante Alighieri Academy,Gynamsium,Gymnasium,North District
Pleasantview Community Centre,Multipurpose room 1 2 3 (A),Room - A,North District
Centennial Arena (Etobicoke/York),East Rink (A),Rink-Indoor - A,West District
Regent Park South Community Centre,Gym (B),Gym - B,South District
Carmine Stefano Community Centre,Room 123 - Meeting Room (C),Room - C,West District
Centennial Recreation Centre - Etobicoke,Pool (B)-Indoor,Pool - Indoor - B,West District
Thistletown Community Centre,Unified Arts Room #1 (C),Room - C,West District
East Toronto Athletic Field,Wading Pool,Pool-Wading,South District
Victoria Park SS,Pool (B)-Indoor,Pool - Indoor - B,North District
Gus Ryder Pool And Health Club,Pool DE 2 & SE 2- Lane 6,Pool - Indoor - A,West District
Northwood Community Centre,Gym (B),Gym - B,North District
Jimmie Simpson Recreation Centre,Gym (B),Gym - B,South District
McGregor Park Community Centre,Pool SE 2,Pool - Outdoor - A,East District
John English CS,C1 - Cafeteria - Main Floor,Cafeteria,West District
Pine Point Arena,Rink (A),Rink-Indoor - A,West District
Art Eggleton Park,Wading Pool,Pool-Wading,South District
Barbara Frum Community Centre,North Meeting Room (C),Room - C,North District
Angela James Arena Tennis,Court 1,Court - Tennis,North District
Warden Hilltop Community Centre,Multipurpose Room (B),Room - B,East District
Memorial Pool And Health Club,Weight Room,Room-Fitness/Weight,West District
Beaches Recreation Centre,Back Field 1,Field,South District
Bendale Business Technical Institute,Pool SE1,Pool - Indoor - A,East District
Matty Eckler Playground,Wading Pool,Pool-Wading,South District
Birkdale Community Centre,Craft Room 1 2 (B),Room - B,East District
Beaches Recreation Centre,Multipurpose Room 2 (C),Room - C,South District
West Rouge Community Centre,Upper Hall (Premier),Room - Premier,East District
Glen Park,Glen  Pk-Splash Pad/Wading Pool,Pool-Wading,West District
Malvern Recreation Centre,Computer Lab (C),Room - C,East District
Toronto Pan Am Sports Centre,Training Pool - Shallow Lane 4,Pool-Indoor,East District
Ken Cox Community Centre,Atrium (A),Room - A,West District
Mary McCormick Recreation Centre,Gym (B),Gym - B,South District
John G. Althouse CS,Gym B,Gymnasium,West District
Malvern Recreation Centre,Youth Lounge (C),Room - C,East District
Ken Cox Community Centre,Gym A - Redmond (B),Gym - B,West District
Falstaff Community Centre,Games Room (C),Room - C,West District
Smithfield CS,Gymnasium 1,Gymnasium,West District
Topham Park,Wading Pool,Pool-Wading,South District
St. Lawrence Community Recreation Centre,Multipurpose Room (B),Room - B,South District
Sorauren Avenue Park,Court 2,Court - Tennis,South District
Sorauren Avenue Park,Field (B),Sport Field - B,South District
Lawrence Heights Community Centre,Multipurpose Room (B),Room - B,North District
Ancaster Community Centre,Lounge (C),Room - C,North District
Trinity Community Recreation Centre,Pool SE1,Pool - Indoor - B,South District
Mitchell Field Community Centre,Rink (A),Rink-Indoor - A,North District
Thistletown Community Centre,Unified Arts Room #2 (C),Room - C,West District
Ellesmere Community Centre,Hall - East (B),Room - B,East District
Riverdale Farm,Meeting House Rm 3 (3rd fl main rm) (B),Room - B,South District
York Mills Arena,Rink (A),Rink-Indoor - A,North District
O'Connor Community Centre,Pool (C)-Outdoor,Pool - Outdoor - C,North District
Pleasantview Community Centre,Courts 1 - 3,Court - Bocce,North District
North Toronto Memorial Community Centre,Committee Room (B),Room - B,North District
East York Community Centre,Gamesroom (C),Room - C,South District
Thistletown Seniors' Ctr,Room 103,Room,West District
Memorial Pool And Health Club,Pool (A)-Indoor,Pool - Indoor - A,West District
Thistletown Community Centre,Dart Area,Lobby,West District
Christie Pits Park,AIR - Rink (Boards),Rink-Outdoor,South District
Sir Adam Beck Park,AIR - Rink (A),Rink-Outdoor,West District
Fairmount Park Community Centre,Pool (C),Pool - Indoor - C,South District
Sorauren Avenue Park,Court 1,Court - Tennis,South District
Cummer Park Community Centre,Hillcrest Room #1 (C),Room - C,North District
CW Jefferys Collegiate Institute,Pool (B)-Indoor,Pool - Indoor - B,North District
Thistletown Community Centre,Gym - Auditorium (B),Gym - B,West District
S.H. Armstrong Community Centre,Pool DE2,Pool - Indoor - C,South District
Memorial Pool And Health Club,Room 1 (Inactive),Room - C,West District
S.H. Armstrong Community Centre,Crafts Room 2,Room-Craft,South District
Northwood Community Centre,Boardroom (C),Room - C,North District
McGregor Park Community Centre,Drypad 2 (B),Indoor Dry Pad - B,East District
Tall Pines Community Centre,Youth Lounge (A),Room - A,East District
Edithvale Community Centre,Weight Room 203,Room-Fitness/Weight,North District
Vaughan Road Academy,Small Gym,Gymnasium,North District
Grandravine Community Recreation Centre,Bocce Courts 1 - 4,Court - Bocce,North District
S.H. Armstrong Community Centre,Dance Studio (C),Room-Fitness/Weight,South District
Jenner Jean-Marie Community Centre,Gym (B),Gym - B,North District
Centennial Recreation Centre - Etobicoke,DE1,Pool - Indoor - C,West District
Hillcrest Community Centre,Pool DE1,Pool - Indoor - C,South District
Ellesmere Community Centre,Hall E & W  (B),Room - B,East District
Hollycrest CS,Computer Lab,Room-Computer/Training,West District
Main Square Community Centre,Lobby - East (C),Room - C,South District
Fairmount Park Community Centre,Gym (TDSB),Gymnasium,South District
Budapest Park,Wading Pool,Pool-Wading,South District
Sunnydale Acres Park,Wading Pool,Pool-Wading,West District
Stephen Leacock Seniors Community Centre,Seniors Lounge (C),Room - C,East District
John Innes Community Recreation Centre,Pool DE2,Pool - Indoor - C,South District
Toronto Pan Am Sports Centre,Training Pool - Shallow Lane 2,Pool-Indoor,East District
Balmy Beach Community Recreation Centre,Sports Field (B),Sport Field - B,South District
Ellesmere Community Centre,Gym 1 (C),Gym - C,East District
Cummer Park Community Centre,Pool (A)- Indoor,Pool - Indoor - A,North District
Toronto Pan Am Sports Centre,Training Pool - Deep Lane 1,Pool-Indoor,East District
Hideaway Park,Wading Pool,Pool-Wading,South District
Norseman Community School And Pool,Gymnasium (C),Gym - C,West District
Lawrence Heights Community Centre,Computer Lab - DO NOT BOOK,Room - C,North District
Warden Hilltop Community Centre,Gym (A),Gym - A,East District
Port Union Community Recreation Centre,Lounge (C),Room - C,East District
Bloordale Community School,Gym 1,Gymnasium,West District
North Kipling Community Centre,Seniors Room 1 & 2 (B),Room - B,West District
Oriole Community Centre,Gym (B),Gym - B,North District
S.H. Armstrong Community Centre,Multipurpose Room-South (C),Room - C,South District
Withrow Park,Diamond 1- SW (C),Diamond - C,South District
Gord And Irene Risk Community Centre,Dry Pad (A),Indoor Dry Pad - A,West District
Vradenburg ES,Gym,Gymnasium,East District
Park Lawn Rink,Tennis Courts 1-4,Court - Tennis,West District
Cummer Park Community Centre,Fitness Center,Gym - Premier,North District
Adam Beck Community Centre,Kitchen,Kitchen,South District
Grenoble Public School,Summer Camp Location,Room-School,North District
St. Lawrence Community Recreation Centre,Youth Lounge (C),Room - C,South District
Oakdale Community Centre,Lobby (C),Room - C,North District
Centennial Arena (Etobicoke/York),East Meeting Room (C),Room - C,West District
Ellesmere Community Centre,Lobby (C),Lobby,East District
Dennis R.Timbrell Resource Centre,Cardio Room,Room-Fitness/Weight,North District
Runnymede Collegiate Institute,Pool SE 1 (C),Pool - Indoor - C,West District
Eglinton Park,Parkland,Parkland,North District
Matty Eckler Recreation Centre,Pool (B)- Indoor,Pool - Indoor - B,South District
St. Barbara CSS,Room,Room,East District
Ken Cox Community Centre,Gymnasium - Redmond (A),Gym - A,West District
Hillcrest Community Centre,Weight Room,Room-Fitness/Weight,South District
Smithfield CS,New Lunch Room,Cafeteria,West District
Sorauren Avenue Park,Diamond (B),Diamond - B,South District
S.H. Armstrong Community Centre,Indoor Track,Track-Indoor,South District
North Toronto Memorial Community Centre,SE1,Pool - Indoor - A,North District
Central Arena,Rink (A),Rink-Indoor - A,West District
Wellesley Community Centre,Lobby,Lobby,South District
Birchmount Community Centre,Conversation (A),Pool - Indoor - A,East District
John English CS,Room 102 - N/C,Room,West District
McGregor Park Community Centre,Rink 2 (B),Rink-Indoor - B,East District
The Elms Community School,Pool (B)-Indoor,Pool - Indoor - B,West District
East York Community Centre,Pool SE 1,Pool - Indoor - B,South District
Ken Cox Community Centre,Theatre Room (P),Room - Premier,West District
Don Montgomery Community Centre,Senior Lounge (C),Room - C,East District
Amesbury Community Centre,Lobby,Lobby,West District
Kingsview Village CS,Gym 3,Gymnasium,West District
Centennial Recreation Centre - Etobicoke,Room 1 (C),Room - C,West District
Wallace-Emerson Community Centre,Weight Room,Room,South District
Parliament Square Park,Field (B),Sport Field - B,South District
McKee PS,Summer Camp Location,Room-School,North District
Trinity Community Recreation Centre,Running/Walking Track,Room-Fitness/Weight,South District
Roding Community Centre,Parking lot,Parking Lot,North District
Hillcrest Community Centre,Gym (B),Gym - B,South District
Thistletown Seniors' Ctr,Snooker Room,Room-Games,West District
Bloordale Community School,Classroom 106,Room,West District
Stan Wadlow Clubhouse,Senior's Lounge (C),Room - C,South District
Toronto Pan Am Sports Centre,Preschool Program Room,Room-Preschool,East District
Parkway Forest Community Centre,Fitness/Dance  Studio (B),Room - B,North District
Wellesley Community Centre,Multipurpose Room A (B),Room - B,South District
North Kipling Community Centre,Preschool Room (C),Room - C,West District
James S. Bell CS,Lunchroom,Room,West District
Gihon Spring Outdoor Pool,Pool (C),Pool - Outdoor - C,West District
Riverdale Farm,Meeting House Rm 1(1st fl spin/weav) (C),Room - C,South District
James S. Bell CS,Library,Room,West District
St. Lawrence Community Recreation Centre,Craft Room (C),Room - C,South District
Earl Beatty Community Centre,Pool DE2,Pool - Indoor - B,South District
Riverdale Farm,Farm,Farm,South District
Smithfield CS,Room 114,Room,West District
Tall Pines Community Centre,Hall (B),Room - B,East District
Trinity Bellwoods Park,Diamond 2 - Ctr (B),Diamond - B,South District
Tredway Woodsworth Public School,Gym,Gymnasium,East District
High Park,Rink Pad 1/Tennis(High Park) (A),Rink-Outdoor,West District
Beaches Recreation Centre,Multipurpose Room 3 (C),Room - C,South District
Loretto College - Wading Pool,Loretto College Wading Pool,Pool-Wading,West District
Elmbank Community Centre,Kitchen - Lower (A),Kitchen - A,West District
Oriole Community Centre,Rink (A),Rink-Indoor - A,North District
L'Amoreaux Tennis Centre,Tennis Bubble - Court 08,Court - Tennis,East District
East York Community Centre,Preschool Room (C),Room,South District
Harrison Pool,Change Room (F),Room-Dressing,South District
Weston CI,Gymnasium,Gymnasium,West District
Stephen Leacock Seniors Community Centre,Clubhouse,Court - Tennis,East District
Park Lawn CS,Room 16,Room,West District
Agincourt Recreation Centre,Lap Pool (A),Pool - Indoor - A,East District
George B Little Junior Elementary School,Gym,Gymnasium,East District
Trinity Community Recreation Centre,Pool DE1,Pool - Indoor - B,South District
Sir Oliver Mowat Collegiate Institute,Pool (B)-Indoor,Pool - Indoor - B,East District
Stan Wadlow Clubhouse,Kitchen (B),Kitchen - B,South District
Regent Park South Community Centre,Community Room (C),Room - C,South District
Lester B. Pearson Collegiate Institute,Pool DE 1,Pool - Indoor - A,East District
John G. Althouse CS,Library,Library,West District
Bloordale United Church,Gym,Gymnasium,West District
Oakdale Community Centre,"Gym ""A"" - No Alcohol (B)",Gym - B,North District
Norseman Community School And Pool,Pool (B) - DE2,Pool - Indoor - B,West District
Adam Beck Community Centre,Meeting Room,Room,South District
St. Andrews JH,Gym,Room-School,North District
Edithvale Community Centre,Art Studio A - 206 (C),Room - C,North District
Ravina Gardens,Ravina Wading Pool,Pool-Wading,West District
Maryvale Park,Wading Pool,Pool-Wading,East District
Oakridge Community Recreation Centre,Social Room,Room,East District
Maryvale JES,Gym,Gymnasium,East District
Edgehill House,Blue Room (C),Room - C,West District
S.H. Armstrong Community Centre,Gymnasium (B),Gym - B,South District
Toronto Pan Am Sports Centre,Training Pool - Deep Lane 6,Pool-Indoor,East District
Topham Park,Tennis Court,Court - Tennis,South District
Scarborough Village Recreation Centre,Playhouse Room (B),Room - B,East District
Regent Park North Recreation Centre,Gymnasium (C),Gym - C,South District
Jonathan Ashbridge Park,Wading Pool,Pool-Wading,South District
Humberwood Community Centre,Room 1026 (C),Room - C,West District
Wedgewood Park - Etobicoke,AIR - Rink (A),Rink-Outdoor,West District
Bendale Business Technical Institute,Pool SE2,Pool - Indoor - A,East District
Charlottetown JES,Gym,Gymnasium,East District
Oriole Community Centre,Computer Room (No Rentals),Room,North District
John English CS,Gymnasium 1 - Boys Gym  (B),Gym - B,West District
Fairbank Memorial Community Centre,Games Room (B),Room - B,North District
Coleman Park,Park,Parkland,South District
Ancaster Community Centre,Multipurpose Room (C),Room - C,North District
Claireville Day Camp,Riding Area,Campground,West District
Mitchell Field Community Centre,Kitchen/CC (P),Kitchen - Premier,North District
Lithuania Park,Lithuania Wading Pool,Pool-Wading,West District
Dennis R.Timbrell Resource Centre,Gym (B),Gym - B,North District
Edithvale Community Centre,Art Studio B - 207 (C),Room - C,North District
